AUC,Accuracy,Function called,Precision at .05,Precision at .10,Precision at .2,Precision at .25,Precision at .5,Precision at .75,Precision at .85,Recall at .05,Recall at .10,Recall at .20,Recall at .25,Recall at .5,Recall at .75,Recall at .85,f1 at 0.05,f1 at 0.1,f1 at 0.2,f1 at 0.25,f1 at 0.5,f1 at 0.75,f1 at 0.85,test_time (sec),train_time (sec)
0.825333469798 (0.00369401417288),0.933673333333 (0.00111383222355),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='gini',
           max_depth=50, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.421780829857 (0.01195610378),0.326409190118 (0.0107356400305),0.22322059287 (0.00553093228067),0.193043470475 (0.00677016682983),0.118504295767 (0.00331881534296),0.0850655071679 (0.00190097399179),0.06684 (0.00160518603975),0.321120860947 (0.00802252490237),0.494342099542 (0.00620194267511),0.67326054335 (0.00746945321278),0.730827025261 (0.00562423523567),0.886522914926 (0.00601106906702),0.95485857498 (0.00199070040222),1.0 (0.0),0.364560808419 (0.00826023837387),0.3930825499 (0.00818983542839),0.335246255589 (0.00664752583093),0.305369289762 (0.0088673886366),0.209049984153 (0.0052808162755),0.156207524656 (0.00318422390013),0.125300392819 (0.00282143439235),0.294222974777 (0.054392138763),3.80946578979 (0.0195593898276)
0.748165406009 (0.0271453183187),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.369101381105 (0.0625620464989),0.27081886664 (0.0398612581846),0.176151570283 (0.0199419185034),0.154958001904 (0.0149045298503),0.103005436087 (0.0023467667941),0.0801534009211 (0.00402294982946),0.0747717751783 (0.00121186890021),0.301370079489 (0.0368221735723),0.413027448284 (0.061957665095),0.535067036949 (0.0605931412941),0.597190974155 (0.0457635059338),0.782144978344 (0.0350991954732),0.945732235279 (0.0200198877433),0.968896865686 (0.0069724107004),0.331002186698 (0.0452892195665),0.327088067468 (0.0483868566179),0.265021288853 (0.0299152634533),0.245990270182 (0.0224187361523),0.182018080532 (0.00441751421841),0.147728610174 (0.00662482703786),0.138826085525 (0.00206294394244),0.13100976944 (0.000551971407819),0.808720636368 (0.0131919380856)
0.823903501826 (0.00536788150216),0.933506666667 (0.00154824631977),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.461958694204 (0.0150016980094),0.346217927358 (0.00950705939199),0.227481044078 (0.00624484980022),0.192732803516 (0.00539726845968),0.115772773027 (0.00309558836023),0.0852368525651 (0.00213514023529),0.0769653242843 (0.00185001359681),0.345774508425 (0.00630495060245),0.518127171981 (0.00451341612763),0.681182264013 (0.00575862713993),0.721077157155 (0.00629099615408),0.866127435233 (0.00802025279501),0.956499522615 (0.00445252914429),0.979156395197 (0.0021645659302),0.395455249819 (0.00890427755654),0.415019432036 (0.00769980977591),0.341028978653 (0.00748640923355),0.304137359061 (0.00706282645031),0.204232468247 (0.0049216902805),0.156518438677 (0.00361994141614),0.142707316823 (0.00318262549798),0.132853555679 (0.00142836733028),1.23626184464 (0.0103243537365)
0.829070386069 (0.00509209770265),0.934886666667 (0.00133409977971),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.466888740839 (0.0150949028023),0.348750416528 (0.00948975808668),0.228447032941 (0.00627986194427),0.195382089106 (0.0060657910879),0.116399580692 (0.00315067348642),0.0855050833953 (0.00228072085158),0.0771007431729 (0.00188045446238),0.349468704003 (0.00645277145649),0.521940089278 (0.00651339702753),0.683687283548 (0.00574719889121),0.730791962335 (0.00698065529502),0.870793462789 (0.00626611685793),0.959450392106 (0.00416198281064),0.980639182982 (0.00157847216115),0.399677886893 (0.00897685688164),0.418062442346 (0.00800863500436),0.342426090055 (0.00746767385103),0.308300486619 (0.00806736812944),0.205337476374 (0.00499657079926),0.157010180672 (0.00388354759814),0.142955934231 (0.0032395604511),0.139998149872 (0.000898323688513),1.64766817093 (0.0549675040703)
0.843627664529 (0.00454737416783),0.936573333333 (0.00154594810895),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.478081279147 (0.0162842010579),0.357947350883 (0.0108987623308),0.234494250958 (0.00578925676615),0.202106385815 (0.00570740081113),0.119098726752 (0.00286123080941),0.0862361672815 (0.00233576359531),0.0774479432179 (0.00183579183796),0.357846062423 (0.00757810449205),0.535664006605 (0.00739341527351),0.701788892152 (0.00580152375484),0.755974540522 (0.00593356811395),0.890994851096 (0.00439505700953),0.967618698912 (0.00453539091964),0.984950875903 (0.00275385381805),0.409259065058 (0.0101557496441),0.429074315651 (0.00952588770749),0.351491110621 (0.00672379327105),0.318913780933 (0.00745928265949),0.210099300402 (0.00446791989298),0.158352189479 (0.00398256465357),0.14359850765 (0.00315488775916),0.133899354935 (0.00165143164933),2.56310896873 (0.0335360738123)
0.834492936575 (0.00304921495317),0.935666666667 (0.00131199593495),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.447664486564 (0.0116406602732),0.336118328252 (0.00704371780467),0.227429134186 (0.00438887740001),0.1927913907 (0.00585933147573),0.115291925665 (0.00336312205132),0.0779069354558 (0.00954396688626),0.06684 (0.00160518603975),0.340591615435 (0.00708290073159),0.512545475913 (0.00856373705481),0.69501293152 (0.0108412167691),0.755814979646 (0.00347675378044),0.901364882395 (0.00405505600318),0.975183916516 (0.0203314206019),1.0 (0.0),0.386828469937 (0.00837228204318),0.405904176188 (0.00513151905297),0.342672970034 (0.00512539082371),0.30717892311 (0.00760746460633),0.20441790353 (0.00530563535619),0.144085248002 (0.0162248271719),0.125300392819 (0.00282143439235),0.250753450394 (0.000713873073577),3.27401070595 (0.048765599355)
0.750115344751 (0.0346714490461),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=1, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.381367963174 (0.0625523218476),0.248014300264 (0.0602783212002),0.169525642078 (0.0208439638514),0.151019148187 (0.0191672198205),0.104698333783 (0.00696890179426),0.0812389926567 (0.00452302943103),0.0750367583843 (0.0027904042918),0.294503535837 (0.0411900077711),0.418049158364 (0.0532508483871),0.531052654018 (0.0732127267028),0.594193874213 (0.0522420108292),0.805943175957 (0.0355491100789),0.940255886106 (0.0180316602595),0.968205091948 (0.00532249593561),0.332069321432 (0.0489821736576),0.309582906309 (0.0620112602258),0.256810712904 (0.0315242150796),0.240708997084 (0.0284879688908),0.18529976617 (0.0117590536699),0.149517383884 (0.00767598920956),0.139268448919 (0.00484269794212),0.130857181549 (0.00200919813464),0.708417463303 (0.0146732221095)
0.822085691891 (0.00523596803499),0.933513333333 (0.00155157267886),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=5, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.458094603598 (0.0137287108566),0.343463216014 (0.00758227560398),0.225021670568 (0.00689019331982),0.191864461383 (0.0066031686286),0.1154535 (0.00321765282246),0.0852388420693 (0.00222030815419),0.0769815533277 (0.00190215746595),0.342892105145 (0.00523605803987),0.514178936413 (0.00959345413955),0.67386009665 (0.00734180286534),0.717787511302 (0.0104232635913),0.863789405891 (0.00634388706968),0.956579109164 (0.00550952752058),0.979345915444 (0.00186753301281),0.392153562449 (0.00764549578016),0.411772896345 (0.00704383927483),0.33734586171 (0.00844832536729),0.302763540862 (0.00900373355255),0.203670778257 (0.00512205413805),0.15652289028 (0.00377922923025),0.142737102785 (0.00327630278975),0.133424806595 (0.000573190503317),1.11447844505 (0.00773345002399)
0.828316723216 (0.00567179434906),0.93478 (0.00144246702254),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=10, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.466489007328 (0.0139773420834),0.348150616461 (0.011269417191),0.22782082693 (0.00726489398989),0.194865514022 (0.00586200659889),0.116564050598 (0.00335225546984),0.085474744656 (0.00223695833883),0.0770577722422 (0.00191286743552),0.349169214371 (0.00481859308682),0.520977265751 (0.00749795757232),0.681720254192 (0.00773029632428),0.728928229808 (0.00762998732041),0.871957800841 (0.00751669497965),0.9591669043 (0.00450675482273),0.980036784864 (0.00194489438105),0.399335501614 (0.00752582446233),0.417322566638 (0.00998268283385),0.341476133223 (0.00895285447335),0.307491177635 (0.00778265099521),0.205625840564 (0.00535592197698),0.156955199387 (0.00380425380115),0.142875551217 (0.00329737919661),0.138381910324 (0.00168528384467),1.6410048008 (0.0476644977437)
0.839631434765 (0.00474127437152),0.936613333333 (0.00126694733733),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=20, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.474217188541 (0.0143780636485),0.356481172942 (0.00945177170185),0.233261123146 (0.00628950904583),0.200373283562 (0.00587799165046),0.118418772082 (0.00315689088344),0.0860050664415 (0.00215064818592),0.0773459864319 (0.0017731734305),0.354949139243 (0.00478802096001),0.533525182814 (0.00702757539345),0.698062115185 (0.00632471759965),0.749474117827 (0.00654347817876),0.885862100431 (0.0064118495638),0.965074898868 (0.00377668518257),0.983673133457 (0.00317692429256),0.405947954314 (0.007679085174),0.427334448518 (0.00800501094879),0.349638232921 (0.00748298492389),0.316177414995 (0.00774155078453),0.20889851954 (0.00500093827019),0.157928484897 (0.00364414900337),0.14340967073 (0.00303989289672),0.132061195374 (0.00147823503964),2.73093657494 (0.0528384139837)
0.826581847097 (0.00421068336847),0.933973333333 (0.00131612225032),"ExtraTreesClassifier(bootstrap=False, class_weight=None, criterion='entropy',
           max_depth=50, max_features='sqrt', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.429209078912 (0.0125741221163),0.32396987115 (0.00788081623063),0.221112755437 (0.00647490047613),0.194028739068 (0.00593971079102),0.118829437551 (0.00310325130508),0.0852616602538 (0.00221730941512),0.06684 (0.00160518603975),0.323691355253 (0.0063786600307),0.495306030879 (0.00110954764673),0.671780142464 (0.00718092984926),0.729139903762 (0.00704755383225),0.889053885156 (0.00512748228147),0.957689551039 (0.0028988924045),1.0 (0.0),0.368985296409 (0.00737254497288),0.391671745968 (0.00594934308602),0.332645675574 (0.00722842125949),0.306464735158 (0.00785772435147),0.209626353269 (0.00490089238482),0.156575603955 (0.00375531801386),0.125300392819 (0.00282143439235),0.230572366714 (0.00388516281626),3.89215397835 (0.0587685688481)
0.730026868745 (0.0235601416083),0.93316 (0.00160518603975),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=1, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.328234531549 (0.0718460046047),0.216172892694 (0.0297622918877),0.155582326919 (0.0192559537741),0.14534393303 (0.0120642379432),0.0994633083067 (0.00352611556096),0.0810017023155 (0.00140282602241),0.0756932445481 (0.00218556137837),0.259335359978 (0.0548241275817),0.387647712218 (0.0685320333883),0.519664853762 (0.0526269123686),0.552725726701 (0.0356571202798),0.782866067597 (0.0368210706887),0.933828690837 (0.0112797215562),0.967234505174 (0.00545375564483),0.289494688115 (0.0613439808855),0.276096653528 (0.0362390632186),0.239000767879 (0.026246629831),0.230148238882 (0.0182061114446),0.176462558431 (0.00595651214228),0.149070123851 (0.00245211591404),0.140392335746 (0.00378629955086),0.131116437912 (0.000928045235157),0.820004653931 (0.006705626491)
0.822456960535 (0.00459935098914),0.93352 (0.00153747267365),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=5, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.455829447035 (0.0154437220016),0.344418527158 (0.00864992612587),0.22723365939 (0.00549381029104),0.19201348236 (0.00498940295674),0.11531293326 (0.00287865789201),0.0852213710106 (0.00219578835214),0.0769381249534 (0.00190361311804),0.341252676591 (0.00957856841935),0.515508594644 (0.00803662446504),0.680239038481 (0.00419463661447),0.718614525652 (0.00591604875402),0.863064265383 (0.00717818803147),0.956876345714 (0.00425588750743),0.978739585683 (0.0021196322885),0.390251349096 (0.0110807409229),0.412886376824 (0.00759247518477),0.340630960464 (0.0062873533834),0.303023250236 (0.00645022112555),0.203431834006 (0.0045414580677),0.15649747166 (0.00373282914596),0.142656156503 (0.0032824926097),0.131879615784 (0.00139747890705),1.19562883377 (0.0506508853156)
0.828262976089 (0.00532205121782),0.934826666667 (0.00125439671201),"ExtraTreesClassifier(bootstrap=True, class_weight=None, criterion='entropy',
           max_depth=10, max_features='log2', max_leaf_nodes=None,
           min_samples_leaf=1, min_samples_split=2,
           min_weight_fraction_leaf=0.0, n_estimators=100, n_jobs=7,
           oob_score=False, random_state=None, verbose=0, warm_start=False)",0.465423051299 (0.0140229949281),0.347150949683 (0.0103059993965),0.228095317447 (0.00588818005593),0.195285848185 (0.00567985055883),0.11651800413 (0.00311884354406),0.0854493400685 (0.00231007804826),0.0770278573047 (0.00187660563265),0.348375733425 (0.00522313935482),0.519518446156 (0.00702755184002),0.682628082716 (0.00667115489548),0.730528838787 (0.00643747481698),0.871695979552 (0.00597210903693),0.95884447698 (0.00494371380161),0.979854281868 (0.00293704718073),0.39842592127 (0.00776290222171),0.416136248616 (0.00895779425991),0.341898295765 (0.00697190805133),0.308157542728 (0.00748346077248),0.20554684637 (0.00493859886333),0.156908116722 (0.00394007036562),0.142822126845 (0.00323030899904),0.137848138809 (0.00122442875558),1.6083073616 (0.00936366899341)
